YEAR,CURRENT_ROUND,TEAM_A,SEED_A,FARTHEST_ROUND_A,SCORE_A,TEAM_B,SEED_B,FARTHEST_ROUND_B,SCORE_B,WINNER_TEAM
2018,64,Texas Tech,3,8,70,Stephen F. Austin,14,64,60,Texas Tech
2018,64,Arkansas,7,64,62,Butler,10,32,79,Butler
2018,64,Purdue,2,16,74,Cal St. Fullerton,15,64,48,Purdue
2018,64,Kansas,1,4,76,Penn,16,64,60,Kansas
2018,64,Seton Hall,8,32,94,North Carolina St.,9,64,83,Seton Hall
2018,64,Clemson,5,16,79,New Mexico St.,12,64,68,Clemson
2018,64,Auburn,4,32,62,College of Charleston,13,64,58,Auburn
2018,64,TCU,6,64,52,Syracuse,11,16,57,Syracuse
2018,64,Michigan St.,3,32,82,Bucknell,14,64,78,Michigan St.
2018,64,Rhode Island,7,32,83,Oklahoma,10,64,78,Rhode Island
2018,64,Duke,2,8,89,Iona,15,64,67,Duke
2018,32,UMBC,16,32,43,Kansas St.,9,8,50,Kansas St.
2018,32,Kentucky,5,16,95,Buffalo,13,32,75,Kentucky
2018,32,Loyola Chicago,11,4,63,Tennessee,3,32,62,Loyola Chicago
2018,32,Nevada,7,16,75,Cincinnati,2,32,73,Nevada
2018,32,Xavier,1,32,70,Florida St.,9,8,75,Florida St.
2018,32,Ohio St.,5,32,84,Gonzaga,4,16,90,Gonzaga
2018,32,Houston,6,32,63,Michigan,3,2,64,Michigan
2018,32,Texas A&M,7,16,86,North Carolina,2,32,65,Texas A&M
2018,32,Villanova,1,1,81,Alabama,9,32,58,Villanova
2018,32,West Virginia,5,16,94,Marshall,13,32,71,West Virginia
2018,32,Florida,6,32,66,Texas Tech,3,8,69,Texas Tech
2018,32,Butler,10,32,73,Purdue,2,16,76,Purdue
2018,32,Kansas,1,4,83,Seton Hall,8,32,79,Kansas
2018,32,Clemson,5,16,84,Auburn,4,32,53,Clemson
2018,32,Syracuse,11,16,55,Michigan St.,3,32,53,Syracuse
2018,32,Rhode Island,7,32,62,Duke,2,8,87,Duke
2018,16,Kansas St.,9,8,61,Kentucky,5,16,58,Kansas St.
2018,16,Loyola Chicago,11,4,69,Nevada,7,16,68,Loyola Chicago
2018,16,Florida St.,9,8,75,Gonzaga,4,16,60,Florida St.
2018,16,Michigan,3,2,99,Texas A&M,7,16,72,Michigan
2018,16,Villanova,1,1,90,West Virginia,5,16,78,Villanova
2018,16,Texas Tech,3,8,78,Purdue,2,16,65,Texas Tech
2018,16,Kansas,1,4,80,Clemson,5,16,76,Kansas
2018,16,Syracuse,11,16,65,Duke,2,8,69,Duke
2018,8,Kansas St.,9,8,62,Loyola Chicago,11,4,78,Loyola Chicago
2018,8,Florida St.,9,8,54,Michigan,3,2,58,Michigan
2018,8,Villanova,1,1,71,Texas Tech,3,8,59,Villanova
2018,8,Kansas,1,4,85,Duke,2,8,81,Kansas
2018,4,Loyola Chicago,11,4,57,Michigan,3,2,69,Michigan
2018,4,Villanova,1,1,95,Kansas,1,4,79,Villanova
2018,2,Michigan,3,2,62,Villanova,1,1,79,Villanova
2017,64,Villanova,1,32,76,Mount St. Mary's,16,64,56,Villanova
2017,64,Wisconsin,8,16,84,Virginia Tech,9,64,74,Wisconsin
2017,64,Virginia,5,32,76,UNC Wilmington,12,64,71,Virginia
2017,64,Florida,4,8,80,East Tennessee St.,13,64,65,Florida
2017,64,SMU,6,64,65,USC,11,32,66,USC
2017,64,Baylor,3,16,91,New Mexico St.,14,64,73,Baylor
2017,64,South Carolina,7,4,93,Marquette,10,64,73,South Carolina
2017,64,Duke,2,32,87,Troy,15,64,65,Duke
2017,64,Gonzaga,1,2,66,South Dakota St.,16,64,46,Gonzaga
2017,64,Northwestern,8,32,68,Vanderbilt,9,64,66,Northwestern
2017,64,Notre Dame,5,32,60,Princeton,12,64,58,Notre Dame
2017,64,West Virginia,4,16,86,Bucknell,13,64,80,West Virginia
2017,64,Maryland,6,64,65,Xavier,11,8,76,Xavier
2017,64,Florida St.,3,32,86,Florida Gulf Coast,14,64,80,Florida St.
2017,64,Saint Mary's,7,32,85,VCU,10,64,77,Saint Mary's
2017,64,Arizona,2,16,100,North Dakota,15,64,82,Arizona
2017,64,Kansas,1,8,100,UC Davis,16,64,62,Kansas
2017,64,Miami FL,8,64,58,Michigan St.,9,32,78,Michigan St.
2017,64,Iowa St.,5,32,84,Nevada,12,64,73,Iowa St.
2017,64,Purdue,4,16,80,Vermont,13,64,70,Purdue
2017,64,Creighton,6,64,72,Rhode Island,11,32,84,Rhode Island
2017,64,Oregon,3,4,93,Iona,14,64,77,Oregon
2017,64,Michigan,7,16,92,Oklahoma St.,10,64,91,Michigan
2017,64,Louisville,2,32,78,Jacksonville St.,15,64,63,Louisville
2017,64,North Carolina,1,1,103,Texas Southern,16,64,64,North Carolina
2017,64,Arkansas,8,32,77,Seton Hall,9,64,71,Arkansas
2017,64,Minnesota,5,64,72,Middle Tennessee,12,32,81,Middle Tennessee
2017,64,Butler,4,16,76,Winthrop,13,64,64,Butler
2017,64,Cincinnati,6,32,75,Kansas St.,11,64,61,Cincinnati
2017,64,UCLA,3,16,97,Kent St.,14,64,80,UCLA
2017,64,Dayton,7,64,58,Wichita St.,10,32,64,Wichita St.
2017,64,Kentucky,2,8,79,Northern Kentucky,15,64,70,Kentucky
2017,32,Villanova,1,32,62,Wisconsin,8,16,65,Wisconsin
2017,32,Virginia,5,32,39,Florida,4,8,65,Florida
2017,32,USC,11,32,78,Baylor,3,16,82,Baylor
2017,32,South Carolina,7,4,88,Duke,2,32,81,South Carolina
2017,32,Gonzaga,1,2,79,Northwestern,8,32,73,Gonzaga
2017,32,Notre Dame,5,32,71,West Virginia,4,16,83,West Virginia
2017,32,Xavier,11,8,91,Florida St.,3,32,66,Xavier
2017,32,Saint Mary's,7,32,60,Arizona,2,16,69,Arizona
2017,32,Kansas,1,8,90,Michigan St.,9,32,70,Kansas
2017,32,Iowa St.,5,32,76,Purdue,4,16,80,Purdue
2017,32,Rhode Island,11,32,72,Oregon,3,4,75,Oregon
2017,32,Michigan,7,16,73,Louisville,2,32,69,Michigan
2017,32,North Carolina,1,1,72,Arkansas,8,32,65,North Carolina
2017,32,Middle Tennessee,12,32,65,Butler,4,16,74,Butler
2017,32,Cincinnati,6,32,67,UCLA,3,16,79,UCLA
2017,32,Wichita St.,10,32,62,Kentucky,2,8,65,Kentucky
2017,16,Wisconsin,8,16,83,Florida,4,8,84,Florida
2017,16,Baylor,3,16,50,South Carolina,7,4,70,South Carolina
2017,16,Gonzaga,1,2,61,West Virginia,4,16,58,Gonzaga
2017,16,Xavier,11,8,73,Arizona,2,16,71,Xavier
2017,16,Kansas,1,8,98,Purdue,4,16,66,Kansas
2017,16,Oregon,3,4,69,Michigan,7,16,68,Oregon
2017,16,North Carolina,1,1,92,Butler,4,16,80,North Carolina
2017,16,UCLA,3,16,75,Kentucky,2,8,86,Kentucky
2017,8,Florida,4,8,70,South Carolina,7,4,77,South Carolina
2017,8,Gonzaga,1,2,83,Xavier,11,8,59,Gonzaga
2017,8,Kansas,1,8,60,Oregon,3,4,74,Oregon
2017,8,North Carolina,1,1,75,Kentucky,2,8,73,North Carolina
2017,4,South Carolina,7,4,73,Gonzaga,1,2,77,Gonzaga
2017,4,Oregon,3,4,76,North Carolina,1,1,77,North Carolina
2017,2,Gonzaga,1,2,65,North Carolina,1,1,71,North Carolina
2016,64,Kansas,1,8,105,Austin Peay,16,64,79,Kansas
2016,64,Colorado,8,64,67,Connecticut,9,32,74,Connecticut
2016,64,Maryland,5,16,79,South Dakota St.,12,64,74,Maryland
2016,64,California,4,64,66,Hawaii,13,32,77,Hawaii
2016,64,Arizona,6,64,55,Wichita St.,11,32,65,Wichita St.
2016,64,Miami FL,3,16,79,Buffalo,14,64,72,Miami FL
2016,64,Iowa,7,32,72,Temple,10,64,70,Iowa
2016,64,Villanova,2,1,86,UNC Asheville,15,64,56,Villanova
2016,64,Oregon,1,8,91,Holy Cross,16,64,52,Oregon
2016,64,Saint Joseph's,8,32,78,Cincinnati,9,64,76,Saint Joseph's
2016,64,Baylor,5,64,75,Yale,12,32,79,Yale
2016,64,Duke,4,16,93,UNC Wilmington,13,64,85,Duke
2016,64,Texas,6,64,72,Northern Iowa,11,32,75,Northern Iowa
2016,64,Texas A&M,3,16,92,Green Bay,14,64,65,Texas A&M
2016,64,Oregon St.,7,64,67,VCU,10,32,75,VCU
2016,64,Oklahoma,2,4,82,Cal St. Bakersfield,15,64,68,Oklahoma
2016,64,North Carolina,1,2,83,Florida Gulf Coast,16,64,67,North Carolina
2016,64,USC,8,64,69,Providence,9,32,70,Providence
2016,64,Indiana,5,16,99,Chattanooga,12,64,74,Indiana
2016,64,Kentucky,4,32,85,Stony Brook,13,64,57,Kentucky
2016,64,Notre Dame,6,8,70,Michigan,11,64,63,Notre Dame
2016,64,West Virginia,3,64,56,Stephen F. Austin,14,32,70,Stephen F. Austin
2016,64,Wisconsin,7,16,47,Pittsburgh,10,64,43,Wisconsin
2016,64,Xavier,2,32,71,Weber St.,15,64,53,Xavier
2016,64,Virginia,1,8,81,Hampton,16,64,45,Virginia
2016,64,Texas Tech,8,64,61,Butler,9,32,71,Butler
2016,64,Purdue,5,64,83,Little Rock,12,32,85,Little Rock
2016,64,Iowa St.,4,16,94,Iona,13,64,81,Iowa St.
2016,64,Seton Hall,6,64,52,Gonzaga,11,16,68,Gonzaga
2016,64,Utah,3,32,80,Fresno St.,14,64,69,Utah
2016,64,Dayton,7,64,51,Syracuse,10,4,70,Syracuse
2016,64,Michigan St.,2,64,81,Middle Tennessee,15,32,90,Middle Tennessee
2016,32,Kansas,1,8,73,Connecticut,9,32,61,Kansas
2016,32,Maryland,5,16,73,Hawaii,13,32,60,Maryland
2016,32,Wichita St.,11,32,57,Miami FL,3,16,65,Miami FL
2016,32,Iowa,7,32,68,Villanova,2,1,87,Villanova
2016,32,Oregon,1,8,69,Saint Joseph's,8,32,64,Oregon
2016,32,Yale,12,32,64,Duke,4,16,71,Duke
2016,32,Northern Iowa,11,32,88,Texas A&M,3,16,92,Texas A&M
2016,32,VCU,10,32,81,Oklahoma,2,4,85,Oklahoma
2016,32,North Carolina,1,2,85,Providence,9,32,66,North Carolina
2016,32,Indiana,5,16,73,Kentucky,4,32,67,Indiana
2016,32,Notre Dame,6,8,76,Stephen F. Austin,14,32,75,Notre Dame
2016,32,Wisconsin,7,16,66,Xavier,2,32,63,Wisconsin
2016,32,Virginia,1,8,77,Butler,9,32,69,Virginia
2016,32,Little Rock,12,32,61,Iowa St.,4,16,78,Iowa St.
2016,32,Gonzaga,11,16,82,Utah,3,32,59,Gonzaga
2016,32,Syracuse,10,4,75,Middle Tennessee,15,32,50,Syracuse
2016,16,Kansas,1,8,79,Maryland,5,16,63,Kansas
2016,16,Miami FL,3,16,69,Villanova,2,1,92,Villanova
2016,16,Oregon,1,8,82,Duke,4,16,68,Oregon
2016,16,Texas A&M,3,16,63,Oklahoma,2,4,77,Oklahoma
2016,16,North Carolina,1,2,101,Indiana,5,16,86,North Carolina
2016,16,Notre Dame,6,8,61,Wisconsin,7,16,56,Notre Dame
2016,16,Virginia,1,8,84,Iowa St.,4,16,71,Virginia
2016,16,Gonzaga,11,16,60,Syracuse,10,4,63,Syracuse
2016,8,Kansas,1,8,59,Villanova,2,1,64,Villanova
2016,8,Oregon,1,8,68,Oklahoma,2,4,80,Oklahoma
2016,8,North Carolina,1,2,88,Notre Dame,6,8,74,North Carolina
2016,8,Virginia,1,8,62,Syracuse,10,4,68,Syracuse
2016,4,Villanova,2,1,95,Oklahoma,2,4,51,Villanova
2016,4,North Carolina,1,2,83,Syracuse,10,4,66,North Carolina
2016,2,Villanova,2,1,77,North Carolina,1,2,74,Villanova
2015,64,Kentucky,1,4,79,Hampton,16,64,56,Kentucky
2015,64,Cincinnati,8,32,66,Purdue,9,64,65,Cincinnati
2015,64,West Virginia,5,16,68,Buffalo,12,64,62,West Virginia
2015,64,Maryland,4,32,65,Valparaiso,13,64,62,Maryland
2015,64,Butler,6,32,56,Texas,11,64,48,Butler
2015,64,Notre Dame,3,8,69,Northeastern,14,64,65,Notre Dame
2015,64,Wichita St.,7,16,81,Indiana,10,64,76,Wichita St.
2015,64,Kansas,2,32,75,New Mexico St.,15,64,56,Kansas
2015,64,Wisconsin,1,2,86,Coastal Carolina,16,64,72,Wisconsin
2015,64,Oregon,8,32,79,Oklahoma St.,9,64,73,Oregon
2015,64,Arkansas,5,32,56,Wofford,12,64,53,Arkansas
2015,64,North Carolina,4,16,67,Harvard,13,64,65,North Carolina
2015,64,Xavier,6,16,76,Mississippi,11,64,57,Xavier
2015,64,Baylor,3,64,56,Georgia St.,14,32,57,Georgia St.
2015,64,VCU,7,64,72,Ohio St.,10,32,75,Ohio St.
2015,64,Arizona,2,8,93,Texas Southern,15,64,72,Arizona
2015,64,Villanova,1,32,93,Lafayette,16,64,52,Villanova
2015,64,North Carolina St.,8,16,66,LSU,9,64,65,North Carolina St.
2015,64,Northern Iowa,5,32,71,Wyoming,12,64,54,Northern Iowa
2015,64,Louisville,4,8,57,UC Irvine,13,64,55,Louisville
2015,64,Providence,6,64,53,Dayton,11,32,66,Dayton
2015,64,Oklahoma,3,16,69,Albany,14,64,60,Oklahoma
2015,64,Michigan St.,7,4,70,Georgia,10,64,63,Michigan St.
2015,64,Virginia,2,32,79,Belmont,15,64,67,Virginia
2015,64,Duke,1,1,85,Robert Morris,16,64,56,Duke
2015,64,San Diego St.,8,32,76,St. John's,9,64,64,San Diego St.
2015,64,Utah,5,16,57,Stephen F. Austin,12,64,50,Utah
2015,64,Georgetown,4,32,84,Eastern Washington,13,64,74,Georgetown
2015,64,SMU,6,64,59,UCLA,11,16,60,UCLA
2015,64,Iowa St.,3,64,59,UAB,14,32,60,UAB
2015,64,Iowa,7,32,83,Davidson,10,64,52,Iowa
2015,64,Gonzaga,2,8,86,North Dakota St.,15,64,76,Gonzaga
2015,32,Kentucky,1,4,64,Cincinnati,8,32,51,Kentucky
2015,32,West Virginia,5,16,69,Maryland,4,32,59,West Virginia
2015,32,Butler,6,32,64,Notre Dame,3,8,67,Notre Dame
2015,32,Wichita St.,7,16,78,Kansas,2,32,65,Wichita St.
2015,32,Wisconsin,1,2,72,Oregon,8,32,65,Wisconsin
2015,32,Arkansas,5,32,78,North Carolina,4,16,87,North Carolina
2015,32,Xavier,6,16,75,Georgia St.,14,32,67,Xavier
2015,32,Ohio St.,10,32,58,Arizona,2,8,73,Arizona
2015,32,Villanova,1,32,68,North Carolina St.,8,16,71,North Carolina St.
2015,32,Northern Iowa,5,32,53,Louisville,4,8,66,Louisville
2015,32,Dayton,11,32,66,Oklahoma,3,16,72,Oklahoma
2015,32,Michigan St.,7,4,60,Virginia,2,32,54,Michigan St.
2015,32,Duke,1,1,68,San Diego St.,8,32,49,Duke
2015,32,Utah,5,16,75,Georgetown,4,32,64,Utah
2015,32,UCLA,11,16,92,UAB,14,32,75,UCLA
2015,32,Iowa,7,32,68,Gonzaga,2,8,87,Gonzaga
2015,16,Kentucky,1,4,78,West Virginia,5,16,39,Kentucky
2015,16,Notre Dame,3,8,81,Wichita St.,7,16,70,Notre Dame
2015,16,Wisconsin,1,2,79,North Carolina,4,16,72,Wisconsin
2015,16,Xavier,6,16,60,Arizona,2,8,68,Arizona
2015,16,North Carolina St.,8,16,65,Louisville,4,8,75,Louisville
2015,16,Oklahoma,3,16,58,Michigan St.,7,4,62,Michigan St.
2015,16,Duke,1,1,63,Utah,5,16,57,Duke
2015,16,UCLA,11,16,62,Gonzaga,2,8,74,Gonzaga
2015,8,Kentucky,1,4,68,Notre Dame,3,8,66,Kentucky
2015,8,Wisconsin,1,2,85,Arizona,2,8,78,Wisconsin
2015,8,Louisville,4,8,70,Michigan St.,7,4,76,Michigan St.
2015,8,Duke,1,1,66,Gonzaga,2,8,52,Duke
2015,4,Kentucky,1,4,64,Wisconsin,1,2,71,Wisconsin
2015,4,Michigan St.,7,4,61,Duke,1,1,81,Duke
2015,2,Wisconsin,1,2,63,Duke,1,1,68,Duke
2014,64,Florida,1,4,67,Albany,16,64,55,Florida
2014,64,Colorado,8,64,48,Pittsburgh,9,32,77,Pittsburgh
2014,64,VCU,5,64,75,Stephen F. Austin,12,32,77,Stephen F. Austin
2014,64,UCLA,4,16,76,Tulsa,13,64,59,UCLA
2014,64,Ohio St.,6,64,59,Dayton,11,8,60,Dayton
2014,64,Syracuse,3,32,77,Western Michigan,14,64,53,Syracuse
2014,64,New Mexico,7,64,53,Stanford,10,16,58,Stanford
2014,64,Kansas,2,32,80,Eastern Kentucky,15,64,69,Kansas
2014,64,Virginia,1,16,70,Coastal Carolina,16,64,59,Virginia
2014,64,Memphis,8,32,71,George Washington,9,64,66,Memphis
2014,64,Cincinnati,5,64,57,Harvard,12,32,61,Harvard
2014,64,Michigan St.,4,8,93,Delaware,13,64,78,Michigan St.
2014,64,North Carolina,6,32,79,Providence,11,64,77,North Carolina
2014,64,Iowa St.,3,16,93,North Carolina Central,14,64,75,Iowa St.
2014,64,Connecticut,7,1,89,Saint Joseph's,10,64,81,Connecticut
2014,64,Villanova,2,32,73,Milwaukee,15,64,53,Villanova
2014,64,Arizona,1,8,68,Weber St.,16,64,59,Arizona
2014,64,Gonzaga,8,32,85,Oklahoma St.,9,64,77,Gonzaga
2014,64,Oklahoma,5,64,75,North Dakota St.,12,32,80,North Dakota St.
2014,64,San Diego St.,4,16,73,New Mexico St.,13,64,69,San Diego St.
2014,64,Baylor,6,16,74,Nebraska,11,64,60,Baylor
2014,64,Creighton,3,32,76,Louisiana Lafayette,14,64,66,Creighton
2014,64,Oregon,7,32,87,BYU,10,64,68,Oregon
2014,64,Wisconsin,2,4,75,American,15,64,35,Wisconsin
2014,64,Wichita St.,1,32,64,Cal Poly,16,64,37,Wichita St.
2014,64,Kentucky,8,2,56,Kansas St.,9,64,49,Kentucky
2014,64,Saint Louis,5,32,83,North Carolina St.,12,64,80,Saint Louis
2014,64,Louisville,4,16,71,Manhattan,13,64,64,Louisville
2014,64,Massachusetts,6,64,67,Tennessee,11,16,86,Tennessee
2014,64,Duke,3,64,71,Mercer,14,32,78,Mercer
2014,64,Texas,7,32,87,Arizona St.,10,64,85,Texas
2014,64,Michigan,2,8,57,Wofford,15,64,40,Michigan
2014,32,Florida,1,4,61,Pittsburgh,9,32,45,Florida
2014,32,Stephen F. Austin,12,32,60,UCLA,4,16,77,UCLA
2014,32,Dayton,11,8,55,Syracuse,3,32,53,Dayton
2014,32,Stanford,10,16,60,Kansas,2,32,57,Stanford
2014,32,Virginia,1,16,78,Memphis,8,32,60,Virginia
2014,32,Harvard,12,32,73,Michigan St.,4,8,80,Michigan St.
2014,32,North Carolina,6,32,83,Iowa St.,3,16,85,Iowa St.
2014,32,Connecticut,7,1,77,Villanova,2,32,65,Connecticut
2014,32,Arizona,1,8,84,Gonzaga,8,32,61,Arizona
2014,32,North Dakota St.,12,32,44,San Diego St.,4,16,63,San Diego St.
2014,32,Baylor,6,16,85,Creighton,3,32,55,Baylor
2014,32,Oregon,7,32,77,Wisconsin,2,4,85,Wisconsin
2014,32,Wichita St.,1,32,76,Kentucky,8,2,78,Kentucky
2014,32,Saint Louis,5,32,51,Louisville,4,16,66,Louisville
2014,32,Tennessee,11,16,83,Mercer,14,32,63,Tennessee
2014,32,Texas,7,32,65,Michigan,2,8,79,Michigan
2014,16,Florida,1,4,79,UCLA,4,16,68,Florida
2014,16,Dayton,11,8,82,Stanford,10,16,72,Dayton
2014,16,Virginia,1,16,59,Michigan St.,4,8,61,Michigan St.
2014,16,Iowa St.,3,16,76,Connecticut,7,1,81,Connecticut
2014,16,Arizona,1,8,70,San Diego St.,4,16,64,Arizona
2014,16,Baylor,6,16,52,Wisconsin,2,4,69,Wisconsin
2014,16,Kentucky,8,2,74,Louisville,4,16,69,Kentucky
2014,16,Tennessee,11,16,71,Michigan,2,8,73,Michigan
2014,8,Florida,1,4,62,Dayton,11,8,52,Florida
2014,8,Michigan St.,4,8,54,Connecticut,7,1,60,Connecticut
2014,8,Arizona,1,8,63,Wisconsin,2,4,64,Wisconsin
2014,8,Kentucky,8,2,75,Michigan,2,8,72,Kentucky
2014,4,Florida,1,4,53,Connecticut,7,1,63,Connecticut
2014,4,Wisconsin,2,4,73,Kentucky,8,2,74,Kentucky
2014,2,Connecticut,7,1,60,Kentucky,8,2,54,Connecticut
2013,64,Louisville,1,1,79,North Carolina A&T,16,64,48,Louisville
2013,64,Colorado St.,8,32,84,Missouri,9,64,72,Colorado St.
2013,64,Oklahoma St.,5,64,55,Oregon,12,16,68,Oregon
2013,64,Saint Louis,4,32,64,New Mexico St.,13,64,44,Saint Louis
2013,64,Memphis,6,32,54,Saint Mary's,11,64,52,Memphis
2013,64,Michigan St.,3,16,65,Valparaiso,14,64,54,Michigan St.
2013,64,Creighton,7,32,67,Cincinnati,10,64,63,Creighton
2013,64,Duke,2,8,73,Albany,15,64,61,Duke
2013,64,Gonzaga,1,32,64,Southern,16,64,58,Gonzaga
2013,64,Pittsburgh,8,64,55,Wichita St.,9,4,73,Wichita St.
2013,64,Wisconsin,5,64,46,Mississippi,12,32,57,Mississippi
2013,64,Kansas St.,4,64,61,La Salle,13,16,63,La Salle
2013,64,Arizona,6,16,81,Belmont,11,64,64,Arizona
2013,64,New Mexico,3,64,62,Harvard,14,32,68,Harvard
2013,64,Notre Dame,7,64,58,Iowa St.,10,32,76,Iowa St.
2013,64,Ohio St.,2,8,95,Iona,15,64,70,Ohio St.
2013,64,Kansas,1,16,64,Western Kentucky,16,64,57,Kansas
2013,64,North Carolina,8,32,78,Villanova,9,64,71,North Carolina
2013,64,VCU,5,32,88,Akron,12,64,42,VCU
2013,64,Michigan,4,2,71,South Dakota St.,13,64,56,Michigan
2013,64,UCLA,6,64,63,Minnesota,11,32,83,Minnesota
2013,64,Florida,3,8,79,Northwestern St.,14,64,47,Florida
2013,64,San Diego St.,7,32,70,Oklahoma,10,64,55,San Diego St.
2013,64,Georgetown,2,64,68,Florida Gulf Coast,15,16,78,Florida Gulf Coast
2013,64,Indiana,1,16,83,James Madison,16,64,62,Indiana
2013,64,North Carolina St.,8,64,72,Temple,9,32,76,Temple
2013,64,UNLV,5,64,61,California,12,32,64,California
2013,64,Syracuse,4,4,81,Montana,13,64,34,Syracuse
2013,64,Butler,6,32,68,Bucknell,11,64,56,Butler
2013,64,Marquette,3,8,59,Davidson,14,64,58,Marquette
2013,64,Illinois,7,32,57,Colorado,10,64,49,Illinois
2013,64,Miami FL,2,16,78,Pacific,15,64,49,Miami FL
2013,32,Louisville,1,1,82,Colorado St.,8,32,56,Louisville
2013,32,Oregon,12,16,74,Saint Louis,4,32,57,Oregon
2013,32,Memphis,6,32,48,Michigan St.,3,16,70,Michigan St.
2013,32,Creighton,7,32,50,Duke,2,8,66,Duke
2013,32,Gonzaga,1,32,70,Wichita St.,9,4,76,Wichita St.
2013,32,Mississippi,12,32,74,La Salle,13,16,76,La Salle
2013,32,Arizona,6,16,74,Harvard,14,32,51,Arizona
2013,32,Iowa St.,10,32,75,Ohio St.,2,8,78,Ohio St.
